user_id,meal_id,date,heure,aliment_id,quantity
3,1,2024-09-01,12:22:00,385,1
3,1,2024-09-01,12:22:00,486,1
3,1,2024-09-01,12:22:00,486,1
3,1,2024-09-01,12:22:00,89,1
3,1,2024-09-01,12:22:00,454,1
3,1,2024-09-01,12:22:00,378,1
3,1,2024-09-01,12:22:00,134,1
3,1,2024-09-02,13:09:00,485,5
3,1,2024-09-03,12:42:00,461,2
3,1,2024-09-03,12:42:00,486,1
3,1,2024-09-04,13:13:00,526,2
3,1,2024-09-04,13:13:00,108,3
3,1,2024-09-04,13:13:00,517,1
3,1,2024-09-04,13:13:00,527,1
3,1,2024-09-05,17:39:00,485,1
3,1,2024-09-05,17:39:00,256,0
3,1,2024-09-05,17:39:00,494,4
3,1,2024-09-06,17:57:00,587,1
3,1,2024-09-06,17:57:00,472,1
3,1,2024-09-06,17:57:00,484,1
3,1,2024-09-06,17:57:00,472,1
3,1,2024-09-07,14:15:00,477,2
3,1,2024-09-07,14:15:00,508,1
3,1,2024-09-07,14:15:00,98,1
3,1,2024-09-07,14:15:00,221,1
3,1,2024-09-07,14:15:00,474,4
3,1,2024-09-08,15:39:00,103,4
3,1,2024-09-08,15:39:00,480,2
3,1,2024-09-08,15:39:00,256,2
3,1,2024-09-08,15:39:00,113,1
3,1,2024-09-08,15:39:00,59,1
3,1,2024-09-09,15:28:00,94,1
3,1,2024-09-09,15:28:00,516,1
3,1,2024-09-09,15:28:00,97,0
3,1,2024-09-09,15:28:00,477,1
3,1,2024-09-09,15:28:00,83,1
3,1,2024-09-09,15:28:00,579,1
3,1,2024-09-09,15:28:00,107,1
3,1,2024-09-10,16:18:00,94,2
3,1,2024-09-10,16:18:00,,1
3,1,2024-09-10,16:18:00,493,1
3,1,2024-09-10,16:18:00,486,4
3,1,2024-09-10,16:18:00,581,5
3,1,2024-09-11,16:44:00,494,1
3,1,2024-09-11,16:44:00,477,1
3,1,2024-09-11,16:44:00,382,1
3,1,2024-09-11,16:44:00,138,0
3,1,2024-09-11,16:44:00,486,1
3,1,2024-09-11,16:44:00,52,1
3,1,2024-09-11,16:44:00,560,2
3,1,2024-09-12,17:58:00,129,2
3,1,2024-09-13,14:05:00,523,1
3,1,2024-09-13,14:05:00,486,3
3,1,2024-09-13,14:05:00,322,4
3,1,2024-09-13,14:05:00,135,2
3,1,2024-09-14,12:50:00,485,1
3,1,2024-09-14,12:50:00,470,1
3,1,2024-09-14,12:50:00,486,1
3,1,2024-09-14,12:50:00,440,1
3,1,2024-09-15,12:38:00,486,1
3,1,2024-09-15,12:38:00,516,1
3,1,2024-09-15,12:38:00,513,1
3,1,2024-09-15,12:38:00,210,1
3,1,2024-09-15,12:38:00,476,1
3,1,2024-09-15,12:38:00,459,1
3,1,2024-09-15,12:38:00,270,1
3,1,2024-09-16,17:44:00,279,1
3,1,2024-09-16,17:44:00,58,1
3,1,2024-09-16,17:44:00,492,3
3,1,2024-09-16,17:44:00,351,1
3,1,2024-09-17,17:32:00,93,1
3,1,2024-09-17,17:32:00,470,0
3,1,2024-09-17,17:32:00,131,1
3,1,2024-09-17,17:32:00,357,1
3,1,2024-09-17,17:32:00,119,2
3,1,2024-09-18,13:12:00,97,1
3,1,2024-09-18,13:12:00,111,1
3,1,2024-09-18,13:12:00,353,1
3,1,2024-09-18,13:12:00,521,1
3,1,2024-09-19,13:18:00,390,4
3,1,2024-09-19,13:18:00,309,3
3,1,2024-09-19,13:18:00,471,2
3,1,2024-09-19,13:18:00,330,1
3,1,2024-09-19,13:18:00,473,1
3,1,2024-09-19,13:18:00,340,1
3,1,2024-09-20,12:56:00,505,1
3,1,2024-09-20,12:56:00,485,5
3,1,2024-09-21,15:00:00,472,1
3,1,2024-09-21,15:00:00,472,1
3,1,2024-09-21,15:00:00,516,0
3,1,2024-09-21,15:00:00,476,5
3,1,2024-09-21,15:00:00,97,1
3,1,2024-09-21,15:00:00,480,1
3,1,2024-09-21,15:00:00,426,5
3,1,2024-09-21,15:00:00,513,1
3,1,2024-09-21,15:00:00,200,2
3,1,2024-09-22,13:58:00,471,4
3,1,2024-09-22,13:58:00,548,2
3,1,2024-09-23,13:23:00,513,1
3,1,2024-09-23,13:23:00,240,1
3,1,2024-09-23,13:23:00,503,1
3,1,2024-09-23,13:23:00,378,1
3,1,2024-09-23,13:23:00,196,1
3,1,2024-09-23,13:23:00,199,3
3,1,2024-09-24,16:56:00,494,1
3,1,2024-09-24,16:56:00,471,1
3,1,2024-09-24,16:56:00,138,1
3,1,2024-09-25,16:33:00,70,1
3,1,2024-09-25,16:33:00,537,2
3,1,2024-09-25,16:33:00,546,3
3,1,2024-09-26,16:03:00,476,1
3,1,2024-09-26,16:03:00,554,1
3,1,2024-09-26,16:03:00,287,1
3,1,2024-09-26,16:03:00,509,1
3,1,2024-09-26,16:03:00,115,3
3,1,2024-09-27,13:29:00,494,5
3,1,2024-09-28,15:41:00,473,1
3,1,2024-09-28,15:41:00,104,1
3,1,2024-09-28,15:41:00,474,5
3,1,2024-09-29,16:45:00,378,1
3,1,2024-09-29,16:45:00,485,2
3,1,2024-09-29,16:45:00,513,4
3,1,2024-09-29,16:45:00,538,1
3,1,2024-09-30,15:56:00,476,1
3,1,2024-09-30,15:56:00,472,2
3,1,2024-09-30,15:56:00,487,3
3,1,2024-09-30,15:56:00,475,1
3,1,2024-09-30,15:56:00,373,1
