user_id,meal_id,date,heure,aliment_id,quantity
8,1,2024-07-01,08:41:00,604,1
8,1,2024-07-01,08:41:00,327,1
8,1,2024-07-01,08:41:00,327,1
8,1,2024-07-01,08:41:00,327,1
8,1,2024-07-01,08:41:00,329,1
8,1,2024-07-01,08:41:00,100,1
8,1,2024-07-01,08:41:00,100,1
8,1,2024-07-01,08:41:00,57,1
8,2,2024-07-01,11:18:00,483,1
8,2,2024-07-01,11:18:00,244,1
8,2,2024-07-01,11:18:00,434,1
8,2,2024-07-01,11:18:00,211,1
8,2,2024-07-01,11:18:00,549,1
8,3,2024-07-01,16:11:00,530,3
8,4,2024-07-01,20:33:00,571,1
8,4,2024-07-01,20:33:00,328,1
8,4,2024-07-01,20:33:00,438,1
8,1,2024-07-02,07:44:00,101,1
8,1,2024-07-02,07:44:00,330,1
8,1,2024-07-02,07:44:00,454,1
8,2,2024-07-02,11:33:00,472,1
8,2,2024-07-02,11:33:00,515,1
8,2,2024-07-02,11:33:00,107,1
8,2,2024-07-02,11:33:00,554,1
8,3,2024-07-02,16:11:00,57,0
8,3,2024-07-02,16:11:00,583,3
8,3,2024-07-02,16:11:00,494,1
8,3,2024-07-02,16:11:00,50,1
8,3,2024-07-02,16:11:00,59,1
8,3,2024-07-02,16:11:00,255,1
8,3,2024-07-02,16:11:00,499,1
8,3,2024-07-02,16:11:00,471,1
8,3,2024-07-02,16:11:00,98,1
8,3,2024-07-02,16:11:00,51,1
8,3,2024-07-02,16:11:00,,1
8,3,2024-07-02,16:11:00,257,1
8,3,2024-07-02,16:11:00,616,1
8,3,2024-07-02,16:11:00,99,1
8,3,2024-07-02,16:11:00,72,1
8,3,2024-07-02,16:11:00,97,1
8,3,2024-07-02,16:11:00,67,52337
8,4,2024-07-02,20:55:00,548,1
8,4,2024-07-02,20:55:00,547,1
8,4,2024-07-02,20:55:00,484,1
8,4,2024-07-02,20:55:00,223,1
8,4,2024-07-02,20:55:00,232,1
8,4,2024-07-02,20:55:00,253,1
8,4,2024-07-02,20:55:00,56,1
8,4,2024-07-02,20:55:00,435,1
8,4,2024-07-02,20:55:00,239,1
8,4,2024-07-02,20:55:00,328,1
8,4,2024-07-02,20:55:00,557,1
8,4,2024-07-02,20:55:00,240,1
8,4,2024-07-02,20:55:00,236,1
8,4,2024-07-02,20:55:00,128,1
8,4,2024-07-02,20:55:00,412,1
8,4,2024-07-02,20:55:00,68,1
8,4,2024-07-02,20:55:00,330,1
8,4,2024-07-02,20:55:00,551,1
8,4,2024-07-02,20:55:00,37,1
8,4,2024-07-02,20:55:00,330,1
8,4,2024-07-02,20:55:00,548,1
8,4,2024-07-02,20:55:00,370,1
8,4,2024-07-02,20:55:00,426,1
8,4,2024-07-02,20:55:00,219,1
8,4,2024-07-02,20:55:00,558,1
8,4,2024-07-02,20:55:00,409,1
8,4,2024-07-02,20:55:00,328,79232
8,1,2024-07-03,07:42:00,304,1
8,1,2024-07-03,07:42:00,261,1
8,1,2024-07-03,07:42:00,241,1
8,2,2024-07-03,11:21:00,433,1
8,2,2024-07-03,11:21:00,548,0
8,2,2024-07-03,11:21:00,516,1
8,2,2024-07-03,11:21:00,528,1
8,2,2024-07-03,11:21:00,599,5
8,2,2024-07-03,11:21:00,320,1
8,2,2024-07-03,11:21:00,379,1
8,2,2024-07-03,11:21:00,531,1
8,2,2024-07-03,11:21:00,532,5
8,2,2024-07-03,11:21:00,585,1
8,2,2024-07-03,11:21:00,,1
8,2,2024-07-03,11:21:00,134,1
8,2,2024-07-03,11:21:00,524,1
8,2,2024-07-03,11:21:00,548,1
8,2,2024-07-03,11:21:00,230,1
8,2,2024-07-03,11:21:00,390,1
8,2,2024-07-03,11:21:00,327,1
8,2,2024-07-03,11:21:00,23,1
8,2,2024-07-03,11:21:00,578,1
8,2,2024-07-03,11:21:00,549,1
8,2,2024-07-03,11:21:00,437,1
8,2,2024-07-03,11:21:00,428,1
8,2,2024-07-03,11:21:00,388,1
8,2,2024-07-03,11:21:00,375,1
8,2,2024-07-03,11:21:00,329,80561
8,3,2024-07-03,16:49:00,255,1
8,3,2024-07-03,16:49:00,538,4
8,3,2024-07-03,16:49:00,534,1
8,3,2024-07-03,16:49:00,230,1
8,3,2024-07-03,16:49:00,494,1
8,3,2024-07-03,16:49:00,97,1
8,3,2024-07-03,16:49:00,53,1
8,3,2024-07-03,16:49:00,375,1
8,3,2024-07-03,16:49:00,,1
8,3,2024-07-03,16:49:00,615,34602
8,4,2024-07-03,19:43:00,539,1
8,4,2024-07-03,19:43:00,99,1
8,4,2024-07-03,19:43:00,100,1
8,4,2024-07-03,19:43:00,57,0
8,4,2024-07-03,19:43:00,89,1
8,4,2024-07-03,19:43:00,616,1
8,4,2024-07-03,19:43:00,590,1
8,1,2024-07-04,08:21:00,577,1
8,1,2024-07-04,08:21:00,338,1
8,2,2024-07-04,11:18:00,503,1
8,2,2024-07-04,11:18:00,57,1
8,2,2024-07-04,11:18:00,542,1
8,2,2024-07-04,11:18:00,2,1
8,3,2024-07-04,16:54:00,79,1
