user_id,meal_id,date,heure,aliment_id,quantity
14,1,2024-08-01,08:55:00,549,1
14,1,2024-08-01,08:55:00,97,1
14,1,2024-08-01,08:55:00,275,1
14,1,2024-08-01,08:55:00,86,1
14,1,2024-08-01,08:55:00,473,1
14,1,2024-08-01,08:55:00,477,1
14,1,2024-08-01,08:55:00,327,1
14,1,2024-08-01,08:55:00,59,1
14,1,2024-08-01,08:55:00,329,1
14,1,2024-08-01,08:55:00,237,4
14,1,2024-08-01,08:55:00,207,1
14,1,2024-08-01,08:55:00,339,1
14,1,2024-08-01,08:55:00,382,1
14,1,2024-08-01,08:55:00,439,1
14,1,2024-08-01,08:55:00,97,0
14,1,2024-08-01,08:55:00,329,1
14,1,2024-08-01,08:55:00,247,1
14,1,2024-08-01,08:55:00,396,1
14,1,2024-08-01,08:55:00,403,1
14,1,2024-08-01,08:55:00,407,1
14,1,2024-08-01,08:55:00,378,1
14,1,2024-08-01,08:55:00,493,1
14,1,2024-08-01,08:55:00,,1
14,1,2024-08-01,08:55:00,378,1
14,1,2024-08-01,08:55:00,366,92780
14,2,2024-08-01,11:01:00,215,0
14,2,2024-08-01,11:01:00,97,1
14,2,2024-08-01,11:01:00,307,1
14,2,2024-08-01,11:01:00,410,1
14,2,2024-08-01,11:01:00,96,1
14,2,2024-08-01,11:01:00,380,1
14,2,2024-08-01,11:01:00,220,1
14,2,2024-08-01,11:01:00,394,2
14,2,2024-08-01,11:01:00,350,1
14,3,2024-08-01,16:48:00,238,1
14,4,2024-08-01,20:42:00,330,1
14,4,2024-08-01,20:42:00,499,0
14,4,2024-08-01,20:42:00,391,1
14,4,2024-08-01,20:42:00,560,58770
14,1,2024-08-02,07:24:00,244,1
14,1,2024-08-02,07:24:00,254,1
14,1,2024-08-02,07:24:00,254,1
14,1,2024-08-02,07:24:00,336,2
14,1,2024-08-02,07:24:00,256,1
14,2,2024-08-02,12:52:00,387,1
14,2,2024-08-02,12:52:00,218,1
14,2,2024-08-02,12:52:00,386,4
14,2,2024-08-02,12:52:00,396,1
14,2,2024-08-02,12:52:00,258,1
14,3,2024-08-02,15:23:00,336,1
14,3,2024-08-02,15:23:00,59,1
14,3,2024-08-02,15:23:00,108,1
14,4,2024-08-02,20:00:00,256,1
14,4,2024-08-02,20:00:00,59,1
14,4,2024-08-02,20:00:00,568,1
14,4,2024-08-02,20:00:00,441,1
14,4,2024-08-02,20:00:00,471,1
14,4,2024-08-02,20:00:00,436,4
14,4,2024-08-02,20:00:00,59,1
14,4,2024-08-02,20:00:00,330,1
14,4,2024-08-02,20:00:00,380,1
14,4,2024-08-02,20:00:00,79,1
14,4,2024-08-02,20:00:00,89,0
14,4,2024-08-02,20:00:00,252,2
14,4,2024-08-02,20:00:00,555,1
14,4,2024-08-02,20:00:00,437,1
14,4,2024-08-02,20:00:00,327,1
14,4,2024-08-02,20:00:00,506,0
14,4,2024-08-02,20:00:00,51,89407
14,1,2024-08-03,08:28:00,97,0
14,1,2024-08-03,08:28:00,57,1
14,1,2024-08-03,08:28:00,237,2
14,1,2024-08-03,08:28:00,341,1
14,1,2024-08-03,08:28:00,340,1
14,1,2024-08-03,08:28:00,344,1
14,1,2024-08-03,08:28:00,337,1
14,2,2024-08-03,11:36:00,214,1
14,2,2024-08-03,11:36:00,452,1
14,3,2024-08-03,16:11:00,61,1
14,3,2024-08-03,16:11:00,334,2
14,4,2024-08-03,20:44:00,561,1
14,4,2024-08-03,20:44:00,61,1
14,4,2024-08-03,20:44:00,510,1
14,4,2024-08-03,20:44:00,551,1
14,4,2024-08-03,20:44:00,402,1
14,4,2024-08-03,20:44:00,346,3
14,4,2024-08-03,20:44:00,327,1
14,4,2024-08-03,20:44:00,550,1
14,4,2024-08-03,20:44:00,435,1
14,1,2024-08-04,08:17:00,170,1
14,1,2024-08-04,08:17:00,99,1
14,1,2024-08-04,08:17:00,212,1
14,1,2024-08-04,08:17:00,253,1
14,1,2024-08-04,08:17:00,260,1
14,1,2024-08-04,08:17:00,377,1
14,1,2024-08-04,08:17:00,97,1
14,1,2024-08-04,08:17:00,,1
14,1,2024-08-04,08:17:00,61,1
14,1,2024-08-04,08:17:00,230,1
14,1,2024-08-04,08:17:00,550,1
14,1,2024-08-04,08:17:00,374,1
14,1,2024-08-04,08:17:00,259,5
14,1,2024-08-04,08:17:00,471,1
14,1,2024-08-04,08:17:00,494,1
14,1,2024-08-04,08:17:00,415,1
14,1,2024-08-04,08:17:00,393,1
14,1,2024-08-04,08:17:00,52,1
14,1,2024-08-04,08:17:00,58,1
14,1,2024-08-04,08:17:00,330,27936
14,2,2024-08-04,11:20:00,551,1
14,2,2024-08-04,11:20:00,461,1
14,2,2024-08-04,11:20:00,150,1
14,2,2024-08-04,11:20:00,395,1
14,3,2024-08-04,15:08:00,256,2
14,4,2024-08-04,19:01:00,228,1
14,4,2024-08-04,19:01:00,547,1
14,4,2024-08-04,19:01:00,385,1
14,4,2024-08-04,19:01:00,475,1
14,1,2024-08-05,08:09:00,456,1
14,1,2024-08-05,08:09:00,329,1
14,1,2024-08-05,08:09:00,58,1
14,1,2024-08-05,08:09:00,101,1
14,1,2024-08-05,08:09:00,327,1
14,1,2024-08-05,08:09:00,548,1
14,2,2024-08-05,11:36:00,347,1
14,2,2024-08-05,11:36:00,258,1
14,2,2024-08-05,11:36:00,239,0
14,2,2024-08-05,11:36:00,415,0
14,2,2024-08-05,11:36:00,405,1
14,3,2024-08-05,15:47:00,71,1
14,4,2024-08-05,19:40:00,125,88230
14,1,2024-08-06,08:56:00,240,1
14,1,2024-08-06,08:56:00,338,1
14,1,2024-08-06,08:56:00,345,1
14,2,2024-08-06,11:18:00,327,1
14,2,2024-08-06,11:18:00,124,1
14,3,2024-08-06,16:23:00,439,3
14,4,2024-08-06,19:21:00,557,1
